label,text
gender_hate,بنات هدو اللعب واضح ان عنده يملي عينه بلا قله ادب واللدليل مايشوفكم شي
religion_hate,ياشين هالنوعيات يعني اني انا الخقه الاسلاميه وابتسامتي ستقتلكم خقوا جميعا
gender_hate,اقل عادي ومو حلو وقله حيا البنات احس انهم بنات متوسط اتفشلت ومالي دخل الله يفشلكم وش القرف
gender_hate,صوت البنت استفزاز
gender_hate,المراه ناقصه عقل ودين باءع الكليجاالرجل عقله كامل وكامل الدين وايفانكانعيب زماننا والعيب فينا هالفءتين شباب وبنات قبحكم الله
racisme,مجتمع متخلف
identity-based,حتي الشعب اتوقع يحتاج تعقيم هالنظام الزفر
gender_hate,البنات اللي خاقين ويقولون وسيم جد عادي جدا اشوف جمال واذا نقول مثلا جايين عشان الكليجا ترا ماهي طعمه لدرجه هالتجمهر البنات صارو مخفه يخقون ريحه رجل
gender_hate,البنات لازم ترفعون مستواكم صرتوا تفشلون
racisme,الرجل تجده خراب اخريتنقلون مكان تصوير الي اخرعملاء الامريكان والصهاينه يتعالجون داخل الارض المحتله وتحتحمايه المجرم ناتنياهو قضينا علي دواعش العراق ولم يبقي الا المشوار للقضاء علي هءلاء المرتزقه جيوش الكاميرات والتمثيلسمعنا الصراخ العراق ايضا
racisme,اتخسي انقلع حوثي قات
gender_hate,مافيه اي احترام للمحاضره البنات اللي جالسين جنبي فصفص وحركات وين يابو الشباب المشكله حمت كبدي الريحه مدري بفاتحهم بالموضوع
identity-based,بدو ياجاهلين البداوه تصويري
gender_hate,ياشينك تكفا وحاطلي تعداد ماهي الرزانه العقل منطق ابدا بنات يتجمهرون رجال مافيه اي حياا لدرجه يغطي وجهه مسوي العكس قلت تحرش يالنسونجي
racisme,القبض علي الارهابي قريه كرزكان محمد خلوه يخيس السجنشكرا رجال امنناامن مملكتنا خط احمر مرتزق ايران
religion_hate,الولد الكبير دلوع الامالبنت الصغيره دلوعه الابالوسط يهودي بني قريضه هه يكتب ايش ترتيب
identity-based,اكثر شي يستفزني بهالحياه الي متي هالعقليه بالمجتمع والله بيدي لاسوي محرقه هتلر باليهود
gender_hate,غيره العيال الاسبوع اللي فات يوم تخقون علي غمزه الهنديه ماقلنا شي وخقينا معكمويوم شفتوا البنات خقوا علي
racisme,خرا
gender_hate,قمه الابتذال قمه الشفاحه قمه الرخص قمه الاستهتار يوجد اي مبرر بالكون لهذه التصرفات عزي نفسك يارخيصه تحسبين بيطالع فيك وانت راميه نفسك انتي والسلق اللي معك رساله للاهل ربوا العفن اللي تخرجونه للارض
identity-based,شكله طحلبي متنكر
racisme,مايدري فلكلور عرقي وسوري يدري رعايه الحيوانات فقط يلا لاعاد نشوفك هون ولك
gender_hate,تعلم اكثر يفرح الانثي القصيره ان تشاهد انثي اقصر
gender_hate,باي حق تصورينه وتنشريها للدرجه الرجال خجل وهي ولافكررتنسسال الله السلامه قله الحياء اللي صايره هااليوومين
identity-based,ويزعلون اذا قلنا عنهم ضفادع
gender_hate,ولد صور بنت قوموا الدنيا وقعدوها تبا لمجتمعنا الذكوري
racisme,بلاهم خدام البحرين زمان ولحين خدام شريفه ولعصملي ياخونا مب منكم حليب لحمير لعب ابحسبتكم
identity-based,طحلبي عزيزي مشكلتك تفهم بذي الامور توك سنتين تنافس نعذرك كلام القيامه فعلا كلام متعصب حق اي نادي ينافس ويستغل الظروف اما الاهلي فصدقني انت اخر يتكلم الظلم لان نتكلم جد انت مكانك الوحده والحزم فرجع لمستنقعك ايها الضفدع المقهور
identity-based,انا عفاشيه ماني العبديات هذيلا
gender_hate,اسخف مارايت هشتاق ترند لرجل عادي جدا خير يابنات وش الهوس الي صاير فيكم تشوفون قرد بتخقون ارتقو شوي واثقلو
gender_hate,شاب يترزق الله وبنات ماتربو للاسف
gender_hate,ترا محد بخاق علي ان مجتمع ذكوري بحت شفت وقاحه وقله حياء البنات
racisme,سخافه يفتحونه للاجانب سكان الامارات منو بيحضر الحفله يعني اولي عننا
gender_hate,وجع حياء هوا استحي وانتن
gender_hate,فتره صايرين بنات يقهروني بصرفاتهم بايخه انا استحيت مالي دخل ابد مافي خصوصيه حسيت انكم ماقد شفتوا خير جد قرف
gender_hate,وتجيك بتويتر تكتب الشاب السعودي شهواني
gender_hate,قله ادب ووقاحه الداهيه منهم امهات مربيات اجيال الله يستر اللي جاي
gender_hate,صوت البنت لحاله كابه
gender_hate,كميه انحطاط وضعافه شفت بنات ذليلات وتنابح وري احد عشان يشبكها امانه يهونون هالعينه حيا صرنا نسمع بالحيا الواقع نشوفه لهادرجه مرخصه نفسك تطردين وري حلو وتصورينه كنك سلقه تطرد وري صيد يع الله يعافي عنكم يبتلينا
gender_hate,التاق قمه وقاحه وانحطاط فكري واسلوب مقزز بنات ساقطات فكريانسال الله السلامه
gender_hate,وربي الوضع صاير مره وين الثقل الي عندگمانا لو منگم وقفت معاه وساعدته بالبيعهاذي السناعه مراهقات گيفني معاگ ذيبه
gender_hate,الله ياخذ باصات المقولز مشيت انا ووحده وطلعنا باص وجلست بجنب شباك فجاه قالت محجوز قلت اوه وقمت مستوعبين تفف علي وع الي علمني الاحترام غبيههاراهن انها كذابه وواضح انها خبره الاشياء
racisme,قافله تسير الصغيره جدا جدا تنبح
racisme,تتحدث السعوديه وتزعم انها تطبع الكيان الصهيوني وبنفس الوقت نظرت شباك منزلك الدوحه لرايت الاسراءيليين يلعبون كوره ملاعب اسيادك وبحضور اميركم الناءم العسل فاذهب والتقط اللقمه يرمونها علي تغريده تقلب الحقاءق
gender_hate,كلكم سوا انت والبنات اللي صوروه كلكم وصخين وماتستحون علي اساس البنات سبوكم يوم جت وانتو مساكين ماسويتو شي حتي انتو تفشلون
